1.062300354242324829e-01,7.106691598892211914e-02,1.524447798728942871e-01,-4.103469880717765424e-03,-3.641245227925264585e-04,-5.671771802464984150e-03,9.999754351340556235e-01
2.288043498992919922e-01,1.286847889423370361e-01,2.971040904521942139e-01,-5.148396919715666868e-03,-3.721243578620498792e-04,-8.756576811314448205e-03,9.999483363395740287e-01
3.183488249778747559e-01,9.767480194568634033e-02,2.823472023010253906e-01,-3.796025075198516865e-03,-2.130130343580601514e-03,-1.167419088215473737e-02,9.999223768386636957e-01
4.545466601848602295e-01,1.564944088459014893e-01,3.489942848682403564e-01,2.727743998239633670e-03,-3.920627674494845706e-03,-1.403944906280643785e-02,9.998900382857612845e-01
3.988722562789916992e-01,1.469875574111938477e-01,3.749426901340484619e-01,7.329454635356643982e-05,-2.526965165014418303e-03,-1.646964165319082102e-02,9.998611711455926976e-01
4.250831007957458496e-01,1.029404327273368835e-01,4.218527078628540039e-01,4.535531236442366535e-04,-2.068533877348970387e-03,-1.954152958230929993e-02,9.998068101357017179e-01
4.387992024421691895e-01,5.432116985321044922e-02,4.182707369327545166e-01,-3.375439877377945080e-03,-3.618366862049279321e-04,-2.390643226620939657e-02,9.997084386289676328e-01
4.838080406188964844e-01,3.141874074935913086e-02,4.402682185173034668e-01,-2.934544247814966332e-03,-5.841047109166246174e-04,-2.817097706360668571e-02,9.995986460877294144e-01
5.853565335273742676e-01,1.745913326740264893e-01,4.357183575630187988e-01,-8.914567781503643026e-03,1.412530088159238972e-03,-3.601009910090758465e-02,9.993106656602551707e-01
6.454893350601196289e-01,1.759408563375473022e-01,4.601583778858184814e-01,-6.010432353660046141e-03,4.284113379525047007e-04,-4.233658692320858841e-02,9.990852314472317142e-01
6.721193790435791016e-01,2.589769065380096436e-01,4.729640483856201172e-01,-6.800939104602960611e-03,1.915498849897316874e-03,-4.938335084243192924e-02,9.987549034017382255e-01
8.052141666412353516e-01,2.544176578521728516e-01,4.695492386817932129e-01,-4.844028330975203196e-03,9.359739967181560268e-04,-5.686567295251234583e-02,9.983696536920048104e-01
1.023019075393676758e+00,1.900641769170761108e-01,4.705238938331604004e-01,-6.702324599111348161e-03,1.159550697009803901e-03,-6.424809894393354592e-02,9.979107758355462154e-01
1.062834858894348145e+00,1.849473416805267334e-01,4.710431993007659912e-01,-7.767717644722689670e-03,1.328482712308901937e-03,-7.368369676631585097e-02,9.972505247808506335e-01
1.090451598167419434e+00,1.544126868247985840e-01,4.549367725849151611e-01,-4.632982404128006999e-03,6.300015642183041725e-04,-7.979070903063868736e-02,9.968006692277918690e-01
1.157940030097961426e+00,1.987224221229553223e-01,4.705060422420501709e-01,-7.129494026745107974e-03,1.816021572854060540e-03,-8.922562834148194122e-02,9.959842621711791910e-01
1.398344278335571289e+00,1.922032982110977173e-01,4.303198754787445068e-01,-1.127647695096780159e-02,3.132423509489991927e-03,-9.604612756830246956e-02,9.953080762588188968e-01
1.524017214775085449e+00,2.217887341976165771e-01,4.142116010189056396e-01,-1.095577230263520586e-02,3.145777543886725796e-03,-1.053283081342692995e-01,9.943721703945255230e-01
1.730355978012084961e+00,2.583725452423095703e-01,3.961111307144165039e-01,-1.034015279052144694e-02,8.569686374875418655e-04,-1.138326309280618120e-01,9.934457550113839908e-01
1.846410870552062988e+00,2.003200054168701172e-01,4.211230278015136719e-01,-2.888270226621023236e-03,1.681467948548635545e-03,-1.202387595331022019e-01,9.927393812679411456e-01
2.000549793243408203e+00,1.677247583866119385e-01,4.610923528671264648e-01,-5.849199164589278209e-03,5.397785764228191794e-04,-1.290576475761656405e-01,9.916196910500131301e-01
2.049905776977539062e+00,1.167954578995704651e-01,4.595101177692413330e-01,-6.102510057934314690e-03,1.301454459101653678e-03,-1.382347653961109590e-01,9.903798419714143764e-01
2.085366725921630859e+00,1.231227219104766846e-01,4.195239841938018799e-01,-7.311468353724099277e-03,1.575697204897753530e-03,-1.453782756406964416e-01,9.893478774318982261e-01
2.253627300262451172e+00,-2.299007028341293335e-02,4.281808435916900635e-01,-3.126107770418770377e-03,7.967138081455660921e-05,-1.525831653567972235e-01,9.882856828793709081e-01
2.341443777084350586e+00,-1.116420626640319824e-01,4.493283033370971680e-01,-3.777503285549829205e-03,5.522623542398013164e-04,-1.605778542946172394e-01,9.870157922811851892e-01
2.520309686660766602e+00,-9.507691115140914917e-02,4.766767323017120361e-01,-4.667356640789681842e-03,4.876750239131780467e-04,-1.693567386305456224e-01,9.855436472437343332e-01
2.649225473403930664e+00,-1.839927434921264648e-01,4.603916108608245850e-01,-3.751887134450323895e-03,-5.572676104480335556e-04,-1.772688360353737724e-01,9.841551535202399670e-01
2.756883621215820312e+00,-3.167008161544799805e-01,4.680396318435668945e-01,-2.241642159690517607e-03,2.296153066854887345e-04,-1.830473317564220159e-01,9.831015281639953196e-01
2.795794248580932617e+00,-2.563280761241912842e-01,4.614096283912658691e-01,-1.213068839933788409e-03,-9.686985883895166214e-04,-1.917442315576224632e-01,9.814437031139634504e-01
2.897557258605957031e+00,-2.783148884773254395e-01,4.085072278976440430e-01,-3.172650315176389711e-03,-9.436590312414366421e-04,-2.000407256669878842e-01,9.797819855557998725e-01
2.968452453613281250e+00,-3.417597413063049316e-01,3.640843927860260010e-01,-8.548258051826166173e-03,-3.639824742735277307e-04,-2.069255750542628725e-01,9.783192740244655017e-01
3.055514097213745117e+00,-4.037714898586273193e-01,3.937532603740692139e-01,-4.409758755433288574e-03,-1.056124789549485986e-03,-2.134079520527805141e-01,9.769526427098867982e-01
3.275108337402343750e+00,-4.455983638763427734e-01,3.691450655460357666e-01,-7.305859722119420301e-03,-8.722315431898748118e-04,-2.212193457263662011e-01,9.751963176298089619e-01
3.433469772338867188e+00,-4.041365087032318115e-01,4.131158888339996338e-01,-6.070457346600883000e-03,2.239155947862992127e-05,-2.282511687260128375e-01,9.735833540955105558e-01
3.545570850372314453e+00,-5.029538273811340332e-01,4.137398302555084229e-01,-4.801363185816000939e-03,1.636270317089011947e-04,-2.355233054635345602e-01,9.718568343277118604e-01
3.752103328704833984e+00,-5.567453503608703613e-01,3.952713012695312500e-01,-5.438472282075682007e-03,3.734268939619078079e-04,-2.407645216428525858e-01,9.705682503468926470e-01
3.903155565261840820e+00,-5.979653596878051758e-01,3.805306851863861084e-01,-5.809622218174072088e-03,1.167547887831451919e-03,-2.455527302472960416e-01,9.693651322920771030e-01
4.003853797912597656e+00,-6.394046545028686523e-01,3.399659693241119385e-01,-6.128107572711091917e-03,9.656589762217674755e-04,-2.511678699356260647e-01,9.679236733298889339e-01
4.071781158447265625e+00,-7.958053350448608398e-01,2.965961694717407227e-01,-1.067503814449924371e-02,2.460843825066169811e-05,-2.542140663634079312e-01,9.670890597779691067e-01
4.282031536102294922e+00,-9.249017834663391113e-01,2.675814926624298096e-01,-1.112753481203911099e-02,7.247169360210071543e-04,-2.590044243568314086e-01,9.658117573574229731e-01
4.467621803283691406e+00,-9.440374374389648438e-01,2.210281193256378174e-01,-1.264591314099178590e-02,3.081397499148086621e-04,-2.628459460888326049e-01,9.647548881722263214e-01
4.605520248413085938e+00,-1.004041194915771484e+00,2.207906395196914673e-01,-1.133934036110918926e-02,4.148455383828392900e-04,-2.658495167332416975e-01,9.639477527035806848e-01
4.799066066741943359e+00,-9.898291826248168945e-01,2.007451057434082031e-01,-1.276327151176111750e-02,1.070783704421661393e-04,-2.680597587959472339e-01,9.633177454115154914e-01
4.896342277526855469e+00,-1.051641702651977539e+00,1.998586803674697876e-01,-1.161013500723013549e-02,1.155278645227691839e-03,-2.707932111013472420e-01,9.625668397212021610e-01
5.003543853759765625e+00,-1.048107028007507324e+00,2.076252400875091553e-01,-1.567434667184299663e-02,2.876995648710676569e-03,-2.728506057136889651e-01,9.619244260278098091e-01
5.167122840881347656e+00,-1.080812096595764160e+00,2.045259028673171997e-01,-1.202048661250058707e-02,2.476113610216659159e-03,-2.747486791140383855e-01,9.614377386726064012e-01
5.434847831726074219e+00,-1.198586106300354004e+00,2.302379906177520752e-01,-1.335322274718390295e-02,1.649133007018696280e-03,-2.768127787306737808e-01,9.608296744786186672e-01
5.568014621734619141e+00,-1.235174655914306641e+00,2.253176420927047729e-01,-1.269409026316587960e-02,2.097045712086871745e-03,-2.803123031081873329e-01,9.598226282676219911e-01
5.656962394714355469e+00,-1.352163672447204590e+00,2.190775275230407715e-01,-1.300166227912674319e-02,1.909918788457198651e-03,-2.804802829113720586e-01,9.597698188289544019e-01
5.766165733337402344e+00,-1.453665137290954590e+00,2.828516066074371338e-01,-1.113703971076418497e-02,1.739044727819257690e-03,-2.807196663162662142e-01,9.597236130384300123e-01
5.930044651031494141e+00,-1.568836569786071777e+00,2.955244481563568115e-01,-1.424617838240528102e-02,2.070747233755976116e-04,-2.825143020594726995e-01,9.591572794066841601e-01
6.061504840850830078e+00,-1.760061740875244141e+00,2.884321212768554688e-01,-1.338344343953121011e-02,3.548022469471694010e-04,-2.834020777612829001e-01,9.589077206060039327e-01
6.217116832733154297e+00,-1.877146840095520020e+00,2.630225718021392822e-01,-1.843088637572170771e-02,9.153919460936317054e-04,-2.843969308718793942e-01,9.585290049083040609e-01
6.378136157989501953e+00,-1.961944580078125000e+00,2.788438796997070312e-01,-1.456565223335228899e-02,5.635183477414862623e-04,-2.859244641713696855e-01,9.581412748334370288e-01
6.515522480010986328e+00,-2.084957838058471680e+00,2.771456539630889893e-01,-1.530861347345515919e-02,6.291228216628133888e-04,-2.871681236377006119e-01,9.577576507993651456e-01
6.689577579498291016e+00,-2.091320037841796875e+00,2.975273430347442627e-01,-1.205052917577306357e-02,1.775704516931177462e-04,-2.883697581199314852e-01,9.574432731736747249e-01
6.837831020355224609e+00,-2.258232355117797852e+00,2.787015438079833984e-01,-1.238988248197236443e-02,-1.885194135279028948e-04,-2.888231755668401735e-01,9.573022497641621165e-01
7.138292312622070312e+00,-2.436086177825927734e+00,2.367929220199584961e-01,-1.245075209890221177e-02,-2.697071139853826540e-04,-2.890318352425466086e-01,9.572384746178477233e-01
7.406849861145019531e+00,-2.591274976730346680e+00,2.923916578292846680e-01,-1.268964834552082505e-02,1.617162072282877497e-03,-2.913179920954139801e-01,9.565407332841612265e-01
7.545907497406005859e+00,-2.685441493988037109e+00,2.791455984115600586e-01,-9.832333359960305011e-03,-4.533485199841030410e-04,-2.908500152249723358e-01,9.567180276681408468e-01
7.716953277587890625e+00,-2.791305065155029297e+00,2.769891321659088135e-01,-8.083852874972959415e-03,-1.334871442590111540e-04,-2.920339995447182035e-01,9.563737673853104360e-01
7.864307403564453125e+00,-2.933085918426513672e+00,2.636032104492187500e-01,-8.190526709738145048e-03,-6.984344460609720690e-04,-2.922833021365572326e-01,9.562964518490508770e-01
7.947428226470947266e+00,-3.002515316009521484e+00,2.742888331413269043e-01,-1.020575849023025103e-02,-3.626721592288189048e-04,-2.945415022427422813e-01,9.555841209395290470e-01
8.010650634765625000e+00,-3.194112539291381836e+00,2.676822543144226074e-01,-1.178827194254068213e-02,7.359769653739372045e-04,-2.920294225836176927e-01,9.563364036643623445e-01
8.192083358764648438e+00,-3.289462804794311523e+00,2.714298367500305176e-01,-8.562692763511218011e-03,-9.279136707208267970e-04,-2.944017858577591684e-01,9.556429232456526979e-01
8.244974136352539062e+00,-3.311304569244384766e+00,2.727669775485992432e-01,-1.203272349541546771e-02,7.112246807141344666e-04,-2.932801201212104636e-01,9.559505589077353926e-01
8.495547294616699219e+00,-3.350960493087768555e+00,2.554485797882080078e-01,-1.206434427053282819e-02,-1.894895225535034127e-04,-2.939900123952810529e-01,9.557323282520412411e-01
8.615910530090332031e+00,-3.365565776824951172e+00,2.817631363868713379e-01,-8.589528096820165520e-03,8.974206116780848209e-04,-2.944898261562649000e-01,9.556155886539057231e-01
8.797302246093750000e+00,-3.429905891418457031e+00,3.176192045211791992e-01,-6.642685075662927915e-03,-3.605280928409181009e-04,-2.930875968073746174e-01,9.560624571378341097e-01
9.025004386901855469e+00,-3.515890359878540039e+00,3.905394077301025391e-01,-5.484095487462281072e-03,8.021217340798819911e-04,-2.932240763893516067e-01,9.560276686188865503e-01
9.142367362976074219e+00,-3.523479461669921875e+00,4.086489081382751465e-01,-3.441645309535625984e-03,-8.185794452799778718e-04,-2.929775368721760365e-01,9.561127829118397647e-01
9.531004905700683594e+00,-3.468358755111694336e+00,3.864020705223083496e-01,-5.264742591788454384e-03,-2.009866441876195266e-03,-2.940376974643990615e-01,9.557772069112447921e-01
9.623454093933105469e+00,-3.613842725753784180e+00,3.668768107891082764e-01,-4.748285173379784146e-03,-1.193171394061439978e-03,-2.937540099170511954e-01,9.558685168229390516e-01
9.819605827331542969e+00,-3.666097402572631836e+00,3.847471177577972412e-01,-1.152011563340503896e-03,-2.806026795845377973e-03,-2.919866569761571662e-01,9.564175798642171600e-01
9.898328781127929688e+00,-3.982921123504638672e+00,3.925521969795227051e-01,-1.054443766050687167e-02,-1.116873821648947012e-03,-2.898330070722771046e-01,9.570184979270395242e-01
1.001055335998535156e+01,-4.131261348724365234e+00,4.199920892715454102e-01,-4.865995675941749317e-03,-1.108933611780059435e-03,-2.883536289516741569e-01,9.575109875349885336e-01
1.021276855468750000e+01,-4.275288105010986328e+00,4.157266616821289062e-01,-6.623650473587663901e-03,-1.004730099987137613e-03,-2.879562755119584594e-01,9.576201203698331277e-01
1.030670928955078125e+01,-4.358066558837890625e+00,4.750601649284362793e-01,-5.519097412040420599e-03,8.203318437849614880e-04,-2.869298362165674243e-01,9.579353499543651340e-01
1.045867443084716797e+01,-4.474772930145263672e+00,4.613965451717376709e-01,-2.361338607665630640e-03,-1.715556554355735170e-03,-2.866104867718450300e-01,9.580427468683836434e-01
1.070880508422851562e+01,-4.657921314239501953e+00,4.162256121635437012e-01,-5.189982945703378557e-03,-1.040102794510045425e-03,-2.857193150208642840e-01,9.582987274611290962e-01
1.078071880340576172e+01,-4.780605316162109375e+00,4.009747207164764404e-01,-5.369013732735437167e-03,-1.220357301985091486e-03,-2.858281227103793842e-01,9.582650775375112229e-01
1.095237064361572266e+01,-4.930689811706542969e+00,3.707701861858367920e-01,-4.466254582506499864e-03,-2.668492933555449264e-03,-2.824545919773094882e-01,9.592665589270108484e-01
1.135095405578613281e+01,-4.993395328521728516e+00,4.130381345748901367e-01,2.814983391404775596e-06,-2.413731467685428268e-03,-2.820097213588578788e-01,9.594085206006515154e-01
1.160569858551025391e+01,-5.207854747772216797e+00,3.768142759799957275e-01,-6.244883344062267944e-03,-3.039140972098849838e-03,-2.809168118001906800e-01,9.597069917622890189e-01
1.173559474945068359e+01,-5.286548137664794922e+00,4.052497446537017822e-01,-1.628866214058016402e-03,-1.651935923656676092e-03,-2.810368297534416859e-01,9.596941743181996998e-01
1.192416095733642578e+01,-5.532363414764404297e+00,4.079805016517639160e-01,-9.764750107128819480e-04,-3.122549742260854414e-03,-2.766785474472832629e-01,9.609569532084594190e-01
1.208881855010986328e+01,-5.440514087677001953e+00,3.974719345569610596e-01,2.783484041518794611e-03,-2.394265375891869302e-03,-2.783012546332244153e-01,9.604868258476808585e-01
1.239630222320556641e+01,-5.568188190460205078e+00,4.012483656406402588e-01,2.944265087795775587e-03,-2.159281191457009842e-03,-2.761843588479754308e-01,9.610977504437968610e-01
1.259566020965576172e+01,-5.621372699737548828e+00,4.104190766811370850e-01,2.243057305907776230e-03,-1.778399205153268024e-03,-2.757214881327378353e-01,9.612333106041867081e-01
1.272219657897949219e+01,-5.735033988952636719e+00,4.055979847908020020e-01,-1.287780282991183960e-03,-1.479185350554129827e-03,-2.747382591749312208e-01,9.615170506697808817e-01
1.280759620666503906e+01,-5.801815509796142578e+00,3.667621016502380371e-01,4.570503837895937595e-03,-3.744689943450781738e-03,-2.729180732160176315e-01,9.620191410201622828e-01
1.308284854888916016e+01,-5.862104415893554688e+00,3.555403053760528564e-01,6.388062383897760276e-04,-1.482602647044175583e-03,-2.724989322946752002e-01,9.621547417238430766e-01
1.334849452972412109e+01,-5.876206874847412109e+00,3.606253862380981445e-01,5.766278245005717869e-04,-1.246239009088529956e-03,-2.722754724153195194e-01,9.622183691154544416e-01
